(1097, 341, 2, 29, 16)
(1109, 354, 1, 25, 22)
(1117, 214, 1, 21, 26)
(1129, 168, 1, 27, 20)
(1153, 140, 1, 33, 8)
(1181, 243, 1, 5, 34)
(1193, 186, 2, 13, 32)
(1201, 49, 1, 25, 24)
(1213, 495, 1, 27, 22)
(1217, 78, 1, 31, 16)
(1229, 597, 1, 35, 2)
(1237, 546, 1, 9, 34)
(1249, 585, 1, 15, 32)
(1277, 113, 1, 11, 34)
(1289, 479, 2, 35, 8)
(1297, 36, 1, 1, 36)
(1301, 51, 1, 25, 26)
(1321, 257, 1, 5, 36)
(1361, 614, 1, 31, 20)
(1373, 668, 1, 37, 2)
(1381, 366, 1, 15, 34)
(1409, 452, 1, 25, 28)
(1429, 620, 1, 23, 30)
(1433, 542, 2, 37, 8)
(1453, 497, 1, 3, 38)
(1481, 465, 2, 35, 16)
(1489, 225, 1, 33, 20)
(1493, 432, 1, 7, 38)
(1549, 88, 1, 35, 18)
(1553, 339, 2, 23, 32)
(1597, 610, 1, 21, 34)
(1601, 40, 1, 1, 40)
(1609, 523, 2, 3, 40)
(1613, 127, 1, 13, 38)
(1621, 166, 1, 39, 10)
(1637, 316, 1, 31, 26)
(1657, 783, 1, 19, 36)
(1669, 220, 1, 15, 38)
(1693, 92, 1, 37, 18)
(1697, 414, 1, 41, 4)
(1709, 390, 1, 35, 22)
(1721, 473, 2, 11, 40)
(1733, 410, 1, 17, 38)
(1741, 59, 1, 29, 30)
(1753, 713, 2, 27, 32)
(1777, 775, 2, 39, 16)
(1789, 724, 1, 5, 42)
(1801, 824, 3, 35, 24)
(1861, 61, 1, 31, 30)
(1873, 737, 1, 33, 28)
(1877, 137, 1, 41, 14)
(1889, 331, 1, 17, 40)
(1901, 218, 1, 35, 26)
(1913, 712, 2, 43, 8)
(1933, 598, 1, 13, 42)
(1949, 589, 1, 43, 10)
(1973, 259, 1, 23, 38)
(1993, 834, 1, 43, 12)
(1997, 412, 1, 29, 34)
(2017, 229, 1, 9, 44)
(2029, 992, 1, 45, 2)
(2053, 244, 1, 17, 42)
(2069, 164, 1, 25, 38)
(2081, 102, 1, 41, 20)
(2089, 789, 2, 45, 8)
(2113, 65, 1, 33, 32)
(2129, 372, 1, 23, 40)
(2137, 296, 1, 29, 36)
(2141, 419, 1, 5, 46)
(2153, 232, 1, 37, 28)
(2161, 147, 1, 15, 44)
(2213, 1083, 1, 47, 2)
(2221, 790, 1, 45, 14)
(2237, 1021, 1, 11, 46)
(2269, 982, 1, 37, 30)
(2273, 290, 1, 47, 8)
(2281, 710, 2, 45, 16)
(2293, 600, 1, 23, 42)
(2297, 365, 1, 19, 44)
(2309, 688, 1, 47, 10)
(2333, 108, 1, 43, 22)
(2341, 153, 1, 15, 46)
(2357, 633, 1, 41, 26)
(2377, 1134, 1, 21, 44)
(2381, 69, 1, 35, 34)
(2389, 285, 1, 25, 42)
(2393, 971, 2, 37, 32)
(2417, 592, 1, 49, 4)
(2437, 398, 1, 49, 6)
(2441, 672, 2, 29, 40)
(2473, 567, 3, 13, 48)
(2477, 915, 1, 19, 46)
(2521, 71, 1, 35, 36)
(2549, 357, 1, 7, 50)
(2557, 611, 1, 21, 46)
(2593, 918, 2, 17, 48)
(2609, 389, 1, 47, 20)
(2617, 667, 1, 51, 4)
(2621, 472, 1, 11, 50)
(2633, 1224, 1, 43, 28)
(2657, 163, 2, 49, 16)
(2677, 550, 1, 39, 34)
(2689, 1142, 1, 33, 40)
(2693, 859, 1, 47, 22)
(2713, 887, 1, 3, 52)
(2729, 1102, 1, 5, 52)
(2741, 656, 1, 25, 46)
(2749, 640, 1, 43, 30)
(2753, 794, 1, 7, 52)
(2777, 190, 1, 29, 44)
(2789, 167, 1, 17, 50)
(2797, 603, 1, 51, 14)
(2801, 1258, 1, 49, 20)
(2833, 1357, 2, 23, 48)
(2837, 416, 1, 41, 34)
(2857, 896, 2, 51, 16)
(2861, 1202, 1, 19, 50)
(2897, 1120, 1, 31, 44)
(2909, 878, 1, 53, 10)
(2917, 54, 1, 1, 54)
(2953, 1226, 1, 53, 12)
(2957, 1222, 1, 29, 46)
(2969, 964, 2, 37, 40)
(3001, 1353, 1, 51, 20)
(3037, 281, 1, 11, 54)
(3041, 774, 1, 55, 4)
(3049, 475, 2, 45, 32)
(3061, 501, 1, 55, 6)
(3089, 393, 1, 55, 8)
(3109, 727, 1, 47, 30)
(3121, 79, 1, 39, 40)
(3137, 56, 1, 1, 56)
(3169, 1325, 1, 55, 12)
(3181, 282, 1, 45, 34)
(3209, 484, 1, 53, 20)
(3217, 1436, 1, 9, 56)
(3221, 234, 1, 55, 14)
(3229, 839, 1, 27, 50)
(3253, 1598, 1, 57, 2)
(3257, 291, 2, 11, 56)
(3301, 1212, 1, 49, 30)
(3313, 407, 1, 57, 8)
(3329, 1600, 1, 25, 52)
(3361, 900, 1, 15, 56)
(3373, 1105, 1, 3, 58)
(3389, 1344, 1, 5, 58)
(3413, 1471, 1, 7, 58)
(3433, 1651, 1, 27, 52)
(3449, 1122, 2, 43, 40)
(3457, 708, 1, 39, 44)
(3461, 1453, 1, 31, 50)
(3469, 1003, 1, 45, 38)
(3517, 596, 1, 59, 6)
(3529, 808, 3, 35, 48)
(3533, 548, 1, 13, 58)
(3541, 852, 1, 25, 54)
(3557, 943, 1, 49, 34)
(3581, 364, 1, 59, 10)
(3593, 1153, 1, 53, 28)
(3613, 85, 1, 43, 42)
(3617, 1234, 1, 41, 44)
(3637, 1027, 1, 39, 46)
(3673, 994, 3, 37, 48)
(3677, 1309, 1, 59, 14)
(3697, 1131, 1, 49, 36)
(3701, 1279, 1, 55, 26)
(3709, 1609, 1, 53, 30)
(3733, 851, 1, 57, 22)
(3761, 604, 1, 25, 56)
(3769, 1445, 1, 13, 60)
(3793, 803, 1, 33, 52)
(3797, 742, 1, 41, 46)
(3821, 376, 1, 61, 10)
(3833, 361, 2, 53, 32)
(3853, 1305, 1, 3, 62)
(3877, 502, 1, 31, 54)
(3881, 197, 1, 59, 20)
(3889, 454, 1, 17, 60)
(3917, 835, 1, 61, 14)
(3929, 226, 1, 35, 52)
(3989, 481, 1, 25, 58)
(4001, 899, 1, 49, 40)
(4013, 1230, 1, 13, 62)
(4021, 723, 1, 39, 50)
(4049, 884, 2, 55, 32)
(4057, 1857, 3, 59, 24)
(4073, 549, 1, 37, 52)
(4093, 1059, 1, 27, 58)
(4129, 895, 1, 23, 60)
(4133, 733, 1, 17, 62)
(4153, 1643, 3, 43, 48)
(4157, 1761, 1, 59, 26)
(4177, 457, 2, 9, 64)
(4201, 1154, 2, 51, 40)
(4217, 1911, 2, 11, 64)
(4229, 2082, 1, 65, 2)
(4241, 1044, 1, 65, 4)
(4253, 561, 1, 53, 38)
(4261, 721, 1, 65, 6)
(4273, 1200, 2, 57, 32)
(4289, 528, 1, 65, 8)
(4297, 1972, 3, 61, 24)
(4337, 886, 1, 49, 44)
(4349, 608, 1, 43, 50)
(4357, 66, 1, 1, 66)
(4373, 1904, 1, 23, 62)
(4397, 505, 1, 61, 26)
(4409, 332, 2, 53, 40)
(4421, 952, 1, 65, 14)
(4441, 2146, 1, 29, 60)
(4457, 1880, 2, 19, 64)
(4481, 276, 1, 65, 16)
(4493, 2213, 1, 67, 2)
(4513, 95, 2, 47, 48)
(4517, 1474, 1, 49, 46)
(4549, 1260, 1, 65, 18)
(4561, 2205, 1, 31, 60)
(4597, 2129, 1, 41, 54)
(4621, 152, 1, 61, 30)
(4637, 2044, 1, 59, 34)
(4649, 1846, 1, 5, 68)
(4657, 1912, 1, 39, 56)
(4673, 1993, 1, 7, 68)
(4721, 1697, 2, 25, 64)
(4729, 1365, 1, 45, 52)
(4733, 897, 1, 37, 58)
(4789, 1481, 1, 55, 42)
(4793, 1480, 1, 13, 68)
(4801, 1403, 1, 65, 24)
(4813, 1868, 1, 67, 18)
(4817, 1291, 1, 41, 56)
(4861, 493, 1, 69, 10)
(4877, 719, 1, 61, 34)
(4889, 730, 1, 67, 20)
(4909, 1613, 1, 3, 70)
(4933, 1194, 1, 33, 62)
(4937, 849, 2, 29, 64)
(4957, 359, 1, 69, 14)
(4969, 1076, 1, 37, 60)
(4973, 223, 1, 67, 22)
(4993, 158, 1, 63, 32)
(5009, 539, 1, 65, 28)
(5021, 1363, 1, 11, 70)
(5077, 858, 1, 71, 6)
(5081, 2412, 2, 59, 40)
(5101, 101, 1, 51, 50)
(5113, 2025, 3, 53, 48)
(5153, 227, 1, 23, 68)
(5189, 2446, 1, 17, 70)
(5197, 1969, 1, 29, 66)
(5209, 2098, 3, 5, 72)
(5233, 2253, 1, 7, 72)
(5237, 369, 1, 71, 14)
(5261, 827, 1, 19, 70)
(5273, 944, 1, 67, 28)
(5281, 1673, 1, 41, 60)
(5297, 2313, 2, 71, 16)
(5309, 1804, 1, 53, 50)
(5333, 2630, 1, 73, 2)
(5381, 1739, 1, 65, 34)
(5393, 665, 1, 73, 8)
(5413, 429, 1, 63, 38)
(5417, 368, 1, 59, 44)
(5437, 630, 1, 69, 26)
(5441, 2452, 1, 71, 20)
(5449, 635, 1, 43, 60)
(5477, 74, 1, 1, 74)
(5501, 1115, 1, 5, 74)
(5521, 765, 1, 65, 36)
(5557, 2478, 1, 9, 74)
(5569, 973, 1, 63, 40)
(5573, 2017, 1, 47, 58)
(5581, 1437, 1, 35, 66)
(5641, 1429, 1, 75, 4)
(5653, 310, 1, 73, 18)
(5657, 1670, 1, 61, 44)
(5669, 1046, 1, 65, 38)
(5689, 2124, 2, 75, 8)
(5693, 1193, 1, 43, 62)
(5701, 385, 1, 15, 74)
(5717, 2416, 1, 71, 26)
(5737, 1126, 2, 51, 56)
(5741, 2378, 1, 29, 70)
(5749, 806, 1, 57, 50)
(5801, 1145, 1, 5, 76)
(5813, 796, 1, 73, 22)
(5821, 1242, 1, 75, 14)
(5849, 2839, 1, 35, 68)
(5857, 1310, 1, 9, 76)
(5861, 754, 1, 31, 70)
(5869, 1042, 1, 45, 62)
(5881, 1098, 2, 75, 16)
(5897, 543, 1, 11, 76)
(5953, 2403, 1, 57, 52)
(5981, 1317, 1, 59, 50)
(6029, 1801, 1, 77, 10)
(6037, 2652, 1, 41, 66)
(6053, 2832, 1, 47, 62)
(6073, 2524, 1, 77, 12)
(6089, 455, 2, 67, 40)
(6101, 247, 1, 25, 74)
(6113, 1089, 1, 73, 28)
(6121, 2583, 2, 45, 64)
(6133, 865, 1, 7, 78)
(6173, 2447, 1, 53, 58)
(6197, 2007, 1, 71, 34)
(6217, 2372, 1, 21, 76)
(6221, 1121, 1, 61, 50)
(6229, 1451, 1, 73, 30)
(6257, 1584, 1, 79, 4)
(6269, 1523, 1, 37, 70)
(6277, 1033, 1, 79, 6)
(6301, 2184, 1, 75, 26)
(6317, 1963, 1, 29, 74)
(6329, 2219, 1, 77, 20)
(6337, 178, 1, 71, 36)
(6353, 1392, 2, 73, 32)
(6361, 1751, 2, 69, 40)
(6373, 1879, 1, 17, 78)
(6389, 2092, 1, 55, 58)
(6397, 1302, 1, 59, 54)
(6421, 825, 1, 39, 70)
(6449, 1854, 2, 7, 80)
(6469, 2977, 1, 63, 50)
(6473, 1808, 1, 43, 68)
(6481, 729, 2, 9, 80)
(6521, 2364, 2, 11, 80)
(6529, 2311, 2, 65, 48)
(6553, 3186, 3, 37, 72)
(6569, 3038, 2, 13, 80)
(6577, 1624, 1, 81, 4)
(6581, 2727, 1, 41, 70)
(6637, 2828, 1, 61, 54)
(6653, 752, 1, 53, 62)
(6661, 658, 1, 81, 10)
(6673, 2437, 1, 63, 52)
(6689, 2759, 1, 17, 80)
(6701, 1721, 1, 35, 74)
(6709, 2150, 1, 25, 78)
(6733, 2217, 1, 3, 82)
(6737, 2393, 1, 31, 76)
(6761, 1775, 2, 19, 80)
(6781, 995, 1, 75, 34)
(6793, 709, 3, 67, 48)
(6829, 1596, 1, 77, 30)
(6833, 1307, 1, 47, 68)
(6841, 1625, 2, 21, 80)
(6857, 1348, 2, 61, 56)
(6869, 998, 1, 55, 62)
(6917, 263, 1, 79, 26)
(6949, 932, 1, 15, 82)
(6961, 344, 1, 81, 20)
(6977, 2063, 1, 71, 44)
(6997, 1796, 1, 39, 74)
(7001, 1198, 1, 35, 76)
(7013, 2480, 1, 17, 82)
(7057, 84, 1, 1, 84)
(7069, 188, 1, 75, 38)
(7109, 304, 1, 47, 70)
(7121, 778, 2, 55, 64)
(7129, 267, 2, 27, 80)
(7177, 1965, 1, 11, 84)
(7193, 967, 1, 67, 52)
(7213, 1999, 1, 83, 18)
(7229, 3572, 1, 85, 2)
(7237, 2502, 1, 81, 26)
(7253, 2211, 1, 23, 82)
(7297, 3553, 1, 39, 76)
(7309, 2717, 1, 35, 78)
(7321, 121, 1, 61, 60)
(7333, 2909, 1, 63, 58)
(7349, 2061, 1, 25, 82)
(7369, 607, 1, 85, 12)
(7393, 2361, 1, 47, 72)
(7417, 2737, 1, 19, 84)
(7433, 983, 1, 53, 68)
(7457, 1275, 1, 41, 76)
(7477, 1652, 1, 9, 86)
(7481, 1408, 2, 85, 16)
(7489, 1591, 1, 33, 80)
(7517, 3409, 1, 11, 86)
(7529, 2445, 2, 77, 40)
(7537, 1049, 1, 79, 36)
(7541, 2867, 1, 71, 50)
(7549, 2931, 1, 85, 18)
(7561, 2923, 1, 75, 44)
(7573, 3743, 1, 87, 2)
(7577, 1540, 2, 59, 64)
(7589, 3270, 1, 65, 58)
(7621, 2038, 1, 15, 86)
(7649, 2363, 1, 55, 68)
(7669, 2292, 1, 87, 10)
(7673, 277, 1, 83, 28)
(7681, 3383, 1, 25, 84)
(7717, 2953, 1, 81, 34)
(7741, 3199, 1, 75, 46)
(7753, 2555, 2, 3, 88)
(7757, 812, 1, 19, 86)
(7789, 3378, 1, 83, 30)
(7793, 2214, 1, 7, 88)
(7817, 2564, 2, 61, 64)
(7829, 2037, 1, 73, 50)
(7841, 198, 1, 79, 40)
(7853, 1759, 1, 67, 58)
(7873, 3590, 1, 57, 68)
(7877, 320, 1, 49, 74)
(7901, 3346, 1, 85, 26)
(7933, 2950, 1, 43, 78)
(7937, 1962, 1, 89, 4)
(7949, 679, 1, 35, 82)
(7993, 2110, 3, 53, 72)
(8009, 283, 1, 85, 28)
(8017, 1813, 1, 31, 84)
(8053, 370, 1, 87, 22)
(8069, 2732, 1, 65, 62)
(8081, 3940, 2, 41, 80)
(8089, 2293, 1, 67, 60)
(8093, 3060, 1, 37, 82)
(8101, 90, 1, 1, 90)
(8117, 1733, 1, 89, 14)
(8161, 202, 1, 81, 40)
(8209, 1939, 1, 55, 72)
(8221, 3745, 1, 11, 90)
(8233, 856, 3, 77, 48)
(8237, 287, 1, 29, 86)
(8269, 643, 1, 13, 90)
(8273, 2162, 1, 23, 88)
(8293, 531, 1, 47, 78)
(8297, 2097, 1, 91, 4)
(8317, 1371, 1, 91, 6)
(8329, 1443, 1, 75, 52)
(8353, 2688, 1, 87, 28)
(8369, 666, 1, 25, 88)
(8377, 330, 1, 51, 76)
(8389, 3449, 1, 17, 90)
(8429, 2190, 1, 77, 50)
(8461, 1786, 1, 19, 90)
(8501, 4020, 1, 55, 74)
(8513, 1203, 1, 7, 92)
(8521, 2606, 1, 85, 36)
(8537, 1595, 2, 91, 16)
(8573, 2195, 1, 43, 82)
(8581, 131, 1, 65, 66)
(8597, 2318, 1, 89, 26)
(8609, 1830, 1, 47, 80)
(8629, 4123, 1, 23, 90)
(8641, 1583, 1, 71, 60)
(8669, 3876, 1, 85, 38)
(8677, 3963, 1, 81, 46)
(8681, 3911, 1, 91, 20)
(8689, 4061, 1, 15, 92)
(8693, 4048, 1, 73, 58)
(8713, 3279, 2, 93, 8)
(8737, 4264, 1, 41, 84)
(8741, 3320, 1, 79, 50)
(8753, 2569, 1, 17, 92)
(8761, 468, 2, 75, 56)
(8821, 297, 1, 89, 30)
(8837, 94, 1, 1, 94)
(8849, 2994, 1, 65, 68)
(8861, 1791, 1, 5, 94)
(8893, 2851, 1, 53, 78)
(8929, 3424, 1, 73, 60)
(8933, 762, 1, 47, 82)
(8941, 3080, 1, 29, 90)
(8969, 510, 2, 35, 88)
(9001, 1237, 2, 51, 80)
(9013, 1658, 1, 87, 38)
(9029, 4467, 1, 95, 2)
(9041, 2284, 1, 95, 4)
(9049, 1362, 1, 93, 20)
(9109, 1986, 1, 55, 78)
(9133, 3732, 1, 93, 22)
(9137, 1286, 2, 71, 64)
(9157, 2203, 1, 79, 54)
(9161, 3125, 1, 85, 44)
(9173, 2514, 1, 73, 62)
(9181, 303, 1, 91, 30)
(9209, 346, 2, 53, 80)
(9221, 3300, 1, 95, 14)
(9241, 1829, 3, 5, 96)
(9257, 1097, 1, 59, 76)
(9277, 888, 1, 21, 94)
(9281, 586, 1, 95, 16)
(9293, 482, 1, 77, 58)
(9337, 3404, 3, 11, 96)
(9341, 2638, 1, 85, 46)
(9349, 3641, 1, 95, 18)
(9377, 2848, 1, 79, 56)
(9397, 1852, 1, 71, 66)
(9413, 4658, 1, 97, 2)
(9421, 2301, 1, 45, 86)
(9433, 1014, 1, 93, 28)
(9437, 830, 1, 91, 34)
(9461, 1510, 1, 25, 94)
(9473, 1172, 1, 97, 8)
(9497, 624, 1, 61, 76)
(9521, 2140, 1, 89, 40)
(9533, 1977, 1, 53, 82)
(9601, 404, 1, 95, 24)
(9613, 3237, 1, 3, 98)
(9629, 3832, 1, 5, 98)
(9649, 845, 2, 57, 80)
(9661, 139, 1, 69, 70)
(9677, 1338, 1, 29, 94)
(9689, 2212, 1, 35, 92)
(9697, 1557, 1, 81, 56)
(9721, 4406, 2, 75, 64)
(9733, 2709, 1, 97, 18)
(9749, 356, 1, 55, 82)
(9769, 4774, 2, 45, 88)
(9781, 1195, 1, 41, 90)
(9817, 2479, 1, 99, 4)
(9829, 1304, 1, 15, 98)
(9833, 534, 1, 37, 92)
(9857, 222, 1, 89, 44)
(9901, 1000, 1, 99, 10)
(9929, 2102, 1, 85, 52)
(9941, 141, 1, 71, 70)
(9949, 2543, 1, 43, 90)
(9973, 2798, 1, 57, 82)
(10009, 3303, 1, 3, 100)
(10037, 3271, 1, 89, 46)
(10061, 4602, 1, 35, 94)
(10069, 4630, 1, 87, 50)
(10093, 2388, 1, 93, 38)
(10133, 1758, 1, 23, 98)
(10141, 1313, 1, 85, 54)
(10169, 2339, 1, 13, 100)
(10177, 3286, 1, 31, 96)
(10181, 1500, 1, 95, 34)
(10193, 4729, 1, 97, 28)
(10253, 1236, 1, 83, 58)
(10273, 591, 1, 87, 52)
(10289, 4836, 1, 17, 100)
(10301, 1020, 1, 101, 10)
(10313, 1681, 1, 43, 92)
(10321, 3151, 1, 95, 36)
(10333, 3058, 1, 27, 98)
(10337, 2747, 1, 79, 64)
(10357, 4517, 1, 39, 94)
(10369, 4278, 1, 63, 80)
(10429, 4192, 1, 5, 102)
(10433, 323, 1, 97, 32)
(10453, 2972, 1, 7, 102)
(10457, 1967, 2, 101, 16)
(10477, 2011, 1, 99, 26)
(10501, 1284, 1, 49, 90)
(10513, 145, 1, 73, 72)
(10529, 1369, 1, 23, 100)
(10589, 2740, 1, 85, 58)
(10597, 804, 1, 79, 66)
(10601, 525, 1, 101, 20)
(10613, 5255, 1, 103, 2)
(10657, 2499, 2, 81, 64)
(10709, 3223, 1, 103, 10)
(10729, 3970, 1, 27, 100)
(10733, 518, 1, 83, 62)
(10753, 4489, 1, 103, 12)
(10781, 2370, 1, 91, 50)
(10789, 4883, 1, 95, 42)
(10837, 3410, 1, 89, 54)
(10853, 2573, 1, 97, 38)
(10861, 2657, 1, 45, 94)
(10889, 5037, 2, 67, 80)
(10909, 2060, 1, 53, 90)
(10937, 1998, 2, 11, 104)
(10949, 3873, 1, 65, 82)
(10957, 3542, 1, 99, 34)
(10973, 5039, 1, 37, 98)
(10993, 2123, 1, 57, 88)
(11057, 3355, 1, 89, 56)
(11069, 4819, 1, 85, 62)
(11093, 1508, 1, 103, 22)
(11113, 4475, 3, 77, 72)
(11117, 4008, 1, 61, 86)
(11149, 1559, 1, 93, 50)
(11161, 4045, 2, 69, 80)
(11173, 3456, 1, 97, 42)
(11177, 1182, 2, 19, 104)
(11197, 3938, 1, 91, 54)
(11213, 1505, 1, 67, 82)
(11257, 541, 2, 21, 104)
(11261, 2231, 1, 5, 106)
(11273, 4043, 1, 53, 92)
(11317, 5018, 1, 9, 106)
(11321, 532, 2, 85, 64)
(11329, 238, 1, 95, 48)
(11353, 4150, 1, 93, 52)
(11369, 3070, 1, 37, 100)
(11393, 1217, 1, 103, 28)
(11437, 4259, 1, 51, 94)
(11489, 625, 1, 55, 92)
(11497, 1594, 1, 101, 36)
(11549, 3454, 1, 107, 10)
(11593, 975, 1, 107, 12)
(11597, 4267, 1, 19, 106)
(11617, 5688, 1, 49, 96)
(11621, 5541, 1, 65, 86)
(11633, 3275, 2, 103, 32)
(11657, 4820, 2, 29, 104)
(11677, 551, 1, 21, 106)
(11681, 4556, 1, 41, 100)
(11689, 4654, 1, 5, 108)
(11701, 446, 1, 105, 26)
(11717, 2374, 1, 79, 74)
(11777, 5322, 1, 31, 104)
(11789, 4546, 1, 83, 70)
(11801, 5608, 2, 101, 40)
(11813, 3014, 1, 47, 98)
(11821, 4071, 1, 61, 90)
(11833, 2739, 1, 13, 108)
(11897, 2947, 1, 109, 4)
(11909, 4051, 1, 97, 50)
(11933, 3792, 1, 107, 22)
(11941, 5530, 1, 95, 54)
(11953, 2103, 1, 17, 108)
(11969, 3129, 1, 65, 88)
(11981, 1209, 1, 109, 10)
(12037, 3417, 1, 81, 74)
(12041, 347, 2, 35, 104)
(12049, 2639, 2, 105, 32)
(12073, 2181, 3, 83, 72)
(12097, 1873, 1, 71, 84)
(12101, 110, 1, 1, 110)
(12109, 4073, 1, 3, 110)
(12113, 3496, 1, 97, 52)
(12149, 5191, 1, 7, 110)
(12157, 706, 1, 69, 86)
(12161, 4993, 1, 95, 56)
(12197, 4718, 1, 31, 106)
(12241, 892, 2, 55, 96)
(12253, 2282, 1, 43, 102)
(12269, 1896, 1, 13, 110)
(12277, 4277, 1, 89, 66)
(12281, 5521, 1, 109, 20)
(12289, 1479, 1, 25, 108)
(12301, 248, 1, 99, 50)
(12329, 4162, 2, 77, 80)
(12373, 3243, 1, 103, 42)
(12377, 3673, 2, 91, 64)
(12401, 6076, 1, 49, 100)
(12409, 1897, 3, 85, 72)
(12413, 4686, 1, 53, 98)
(12421, 1231, 1, 111, 10)
(12433, 2567, 1, 63, 92)
(12437, 3327, 1, 71, 86)
(12457, 5714, 3, 109, 24)
(12473, 1166, 2, 107, 32)
(12497, 3965, 1, 41, 104)
(12517, 902, 1, 111, 14)
(12541, 2394, 1, 21, 110)
(12553, 4147, 2, 3, 112)
(12569, 5050, 2, 5, 112)
(12577, 793, 1, 111, 16)
(12589, 6014, 1, 67, 90)
(12601, 6175, 1, 51, 100)
(12613, 1608, 1, 47, 102)
(12637, 5554, 1, 91, 66)
(12641, 159, 2, 79, 80)
(12653, 5093, 1, 77, 82)
(12689, 2344, 1, 65, 92)
(12697, 1720, 3, 59, 96)
(12713, 4881, 2, 13, 112)
(12721, 5730, 1, 111, 20)
(12757, 2287, 1, 39, 106)
(12781, 4690, 1, 109, 30)
(12809, 2177, 1, 53, 100)
(12821, 2016, 1, 89, 70)
(12829, 6181, 1, 27, 110)
(12841, 4568, 2, 45, 104)
(12853, 5639, 1, 57, 98)
(12889, 4416, 1, 35, 108)
(12893, 3735, 1, 107, 38)
(12917, 3778, 1, 41, 106)
(12941, 2235, 1, 29, 110)
(12953, 1548, 1, 67, 92)
(12973, 5157, 1, 83, 78)
(13001, 2907, 1, 85, 76)
(13009, 2817, 1, 97, 60)
(13033, 4224, 1, 37, 108)
(13037, 1914, 1, 109, 34)
(13049, 976, 2, 107, 40)
(13093, 5098, 1, 113, 18)
(13109, 4455, 1, 103, 50)
(13121, 6354, 1, 95, 64)
(13177, 363, 1, 109, 36)
(13217, 2160, 1, 49, 104)
(13229, 6557, 1, 115, 2)
(13241, 3339, 1, 115, 4)
(13249, 928, 1, 57, 100)
(13297, 2692, 1, 79, 84)
(13309, 1878, 1, 85, 78)
(13313, 258, 1, 103, 52)
(13337, 1189, 2, 101, 56)
(13381, 5070, 1, 95, 66)
(13397, 904, 1, 89, 74)
(13417, 6579, 2, 51, 104)
(13421, 4785, 1, 115, 14)
(13441, 4341, 1, 65, 96)
(13457, 116, 1, 1, 116)
(13469, 367, 1, 37, 110)
(13477, 5949, 1, 111, 34)
(13513, 626, 1, 43, 108)
(13537, 1517, 1, 9, 116)
(13553, 480, 1, 113, 28)
(13577, 2458, 1, 11, 116)
(13597, 2169, 1, 69, 94)
(13613, 165, 1, 83, 82)
(13633, 2069, 1, 33, 112)
(13649, 1005, 1, 95, 68)
(13669, 5927, 1, 113, 30)
(13681, 3656, 1, 15, 116)
(13693, 6788, 1, 117, 2)
